"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 26 15:06:19 MSK 2023","Tue Sep 26 15:06:30 MSK 2023","11524","","moe.O.demoqa_test.AppTest","","moe.O.demoqa_test.AppTest","testDQA","testDQA()","браузер Chrome"
